samples,times,losses,model
38300,223,0.9477999806404114,MabExp3Ix
38400,224,0.9491999745368958,MabExp3Ix
38500,224,0.9495000243186951,MabExp3Ix
38600,225,0.949400007724762,MabExp3Ix
38700,225,0.9498999714851379,MabExp3Ix
38800,226,0.9501000046730042,MabExp3Ix
38900,226,0.9503999948501587,MabExp3Ix
39000,227,0.9509999752044678,MabExp3Ix
39100,228,0.9508000016212463,MabExp3Ix
39200,228,0.9506999850273132,MabExp3Ix
39300,229,0.951200008392334,MabExp3Ix
39400,229,0.9505000114440918,MabExp3Ix
39500,230,0.9503999948501587,MabExp3Ix
39600,231,0.9506000280380249,MabExp3Ix
39700,231,0.9503999948501587,MabExp3Ix
39800,232,0.9513999819755554,MabExp3Ix
39900,232,0.9513999819755554,MabExp3Ix
40000,233,0.9513000249862671,MabExp3Ix
40100,233,0.9509000182151794,MabExp3Ix
40200,234,0.951200008392334,MabExp3Ix
40300,235,0.95169997215271,MabExp3Ix
40400,235,0.9516000151634216,MabExp3Ix
40500,236,0.9514999985694885,MabExp3Ix
40600,236,0.9514999985694885,MabExp3Ix
40700,237,0.9524000287055969,MabExp3Ix
40800,237,0.9516000151634216,MabExp3Ix
40900,238,0.9508000016212463,MabExp3Ix
41000,239,0.9509999752044678,MabExp3Ix
41100,239,0.9502000212669373,MabExp3Ix
41200,240,0.9510999917984009,MabExp3Ix
41300,240,0.9509000182151794,MabExp3Ix
41400,241,0.9520999789237976,MabExp3Ix
41500,242,0.953000009059906,MabExp3Ix
41600,242,0.953499972820282,MabExp3Ix
41700,243,0.9538000226020813,MabExp3Ix
41800,243,0.9538000226020813,MabExp3Ix
41900,244,0.9531000256538391,MabExp3Ix
42000,244,0.9520000219345093,MabExp3Ix
42100,245,0.9526000022888184,MabExp3Ix
42200,246,0.9523000121116638,MabExp3Ix
42300,246,0.9528999924659729,MabExp3Ix
42400,247,0.9531999826431274,MabExp3Ix
42500,247,0.9528999924659729,MabExp3Ix
42600,248,0.9527000188827515,MabExp3Ix
42700,249,0.9526000022888184,MabExp3Ix
42800,249,0.95169997215271,MabExp3Ix
42900,250,0.9508000016212463,MabExp3Ix
43000,250,0.9506000280380249,MabExp3Ix
43100,251,0.9502000212669373,MabExp3Ix
43200,251,0.9502999782562256,MabExp3Ix
43300,252,0.9506000280380249,MabExp3Ix
43400,253,0.9506999850273132,MabExp3Ix
43500,253,0.9502000212669373,MabExp3Ix
43600,254,0.9495000243186951,MabExp3Ix
43700,254,0.9496999979019165,MabExp3Ix
43800,255,0.9488999843597412,MabExp3Ix
43900,255,0.9491999745368958,MabExp3Ix
44000,256,0.9503999948501587,MabExp3Ix
44100,257,0.9505000114440918,MabExp3Ix
44200,257,0.9514999985694885,MabExp3Ix
44300,258,0.9514999985694885,MabExp3Ix
44400,258,0.9520999789237976,MabExp3Ix
44500,259,0.9526000022888184,MabExp3Ix
44600,260,0.9534000158309937,MabExp3Ix
44700,260,0.9523000121116638,MabExp3Ix
44800,261,0.9517999887466431,MabExp3Ix
44900,261,0.9506999850273132,MabExp3Ix
45000,262,0.9498999714851379,MabExp3Ix
45100,262,0.9495000243186951,MabExp3Ix
45200,263,0.9501000046730042,MabExp3Ix
45300,264,0.9505000114440918,MabExp3Ix
45400,264,0.9519000053405762,MabExp3Ix
45500,265,0.9514999985694885,MabExp3Ix
45600,265,0.9524999856948853,MabExp3Ix
45700,266,0.9526000022888184,MabExp3Ix
45800,266,0.9524000287055969,MabExp3Ix
45900,267,0.953000009059906,MabExp3Ix
46000,268,0.9527000188827515,MabExp3Ix
46100,268,0.9527000188827515,MabExp3Ix
46200,269,0.9510999917984009,MabExp3Ix
46300,269,0.9503999948501587,MabExp3Ix
46400,270,0.9506999850273132,MabExp3Ix
46500,271,0.9506000280380249,MabExp3Ix
46600,271,0.9517999887466431,MabExp3Ix
46700,272,0.9524999856948853,MabExp3Ix
46800,272,0.9539999961853027,MabExp3Ix
46900,273,0.9537000060081482,MabExp3Ix
47000,273,0.9527000188827515,MabExp3Ix
47100,274,0.9519000053405762,MabExp3Ix
47200,275,0.9502000212669373,MabExp3Ix
47300,275,0.9501000046730042,MabExp3Ix
47400,276,0.9502000212669373,MabExp3Ix
47500,276,0.9502999782562256,MabExp3Ix
47600,277,0.9510999917984009,MabExp3Ix
47700,278,0.9510999917984009,MabExp3Ix
47800,278,0.9502999782562256,MabExp3Ix
47900,279,0.9488999843597412,MabExp3Ix
48000,279,0.9477999806404114,MabExp3Ix
48100,280,0.9480999708175659,MabExp3Ix
48200,280,0.9477999806404114,MabExp3Ix
48300,281,0.9477999806404114,MabExp3Ix
48400,282,0.9473999738693237,MabExp3Ix
48500,282,0.9472000002861023,MabExp3Ix
48600,283,0.9473000168800354,MabExp3Ix
48700,283,0.948199987411499,MabExp3Ix
48800,284,0.9491000175476074,MabExp3Ix
48900,285,0.9503999948501587,MabExp3Ix
49000,285,0.9509999752044678,MabExp3Ix
49100,286,0.9517999887466431,MabExp3Ix
49200,286,0.9534000158309937,MabExp3Ix
49300,287,0.9534000158309937,MabExp3Ix
49400,287,0.9524999856948853,MabExp3Ix
49500,288,0.9531000256538391,MabExp3Ix
49600,289,0.9528999924659729,MabExp3Ix
49700,289,0.9527000188827515,MabExp3Ix
49800,290,0.9520000219345093,MabExp3Ix
49900,290,0.9527999758720398,MabExp3Ix
50000,291,0.9527999758720398,MabExp3Ix
50100,291,0.9527000188827515,MabExp3Ix
50200,292,0.9546999931335449,MabExp3Ix
50300,293,0.9542999863624573,MabExp3Ix
50400,293,0.9549000263214111,MabExp3Ix
50500,294,0.9545999765396118,MabExp3Ix
50600,294,0.9549999833106995,MabExp3Ix
50700,295,0.9546999931335449,MabExp3Ix
50800,295,0.9542999863624573,MabExp3Ix
50900,296,0.9542999863624573,MabExp3Ix
51000,297,0.954800009727478,MabExp3Ix
51100,297,0.954800009727478,MabExp3Ix
51200,298,0.9549999833106995,MabExp3Ix
51300,298,0.9563999772071838,MabExp3Ix
51400,299,0.9577999711036682,MabExp3Ix
51500,300,0.9574999809265137,MabExp3Ix
51600,300,0.9581000208854675,MabExp3Ix
51700,301,0.9585000276565552,MabExp3Ix
51800,301,0.9587000012397766,MabExp3Ix
51900,302,0.9573000073432922,MabExp3Ix
52000,303,0.9563000202178955,MabExp3Ix
52100,303,0.9563000202178955,MabExp3Ix
52200,304,0.9563000202178955,MabExp3Ix
52300,304,0.9563000202178955,MabExp3Ix
52400,305,0.9563999772071838,MabExp3Ix
52500,306,0.9564999938011169,MabExp3Ix
52600,306,0.9573000073432922,MabExp3Ix
52700,307,0.9569000005722046,MabExp3Ix
52800,307,0.9557999968528748,MabExp3Ix
52900,308,0.9556000232696533,MabExp3Ix
53000,308,0.9577000141143799,MabExp3Ix
53100,309,0.9585000276565552,MabExp3Ix
53200,310,0.9578999876976013,MabExp3Ix
53300,310,0.9584000110626221,MabExp3Ix
53400,311,0.9581999778747559,MabExp3Ix
53500,311,0.9588000178337097,MabExp3Ix
53600,312,0.958299994468689,MabExp3Ix
53700,312,0.9584000110626221,MabExp3Ix
53800,313,0.9578999876976013,MabExp3Ix
53900,314,0.9574999809265137,MabExp3Ix
54000,314,0.95660001039505,MabExp3Ix
54100,315,0.9550999999046326,MabExp3Ix
54200,315,0.9550999999046326,MabExp3Ix
54300,316,0.9549999833106995,MabExp3Ix
54400,317,0.9556000232696533,MabExp3Ix
54500,317,0.9573000073432922,MabExp3Ix
54600,318,0.9581999778747559,MabExp3Ix
54700,318,0.9585999846458435,MabExp3Ix
54800,319,0.958899974822998,MabExp3Ix
54900,319,0.9592999815940857,MabExp3Ix
55000,320,0.9587000012397766,MabExp3Ix
55100,321,0.9585000276565552,MabExp3Ix
55200,321,0.9580000042915344,MabExp3Ix
55300,322,0.9577999711036682,MabExp3Ix
55400,322,0.9581999778747559,MabExp3Ix
55500,323,0.9574000239372253,MabExp3Ix
55600,323,0.9573000073432922,MabExp3Ix
55700,324,0.9567999839782715,MabExp3Ix
55800,325,0.9563999772071838,MabExp3Ix
55900,325,0.9556999802589417,MabExp3Ix
56000,326,0.9559999704360962,MabExp3Ix
56100,326,0.9553999900817871,MabExp3Ix
56200,327,0.955299973487854,MabExp3Ix
56300,328,0.9552000164985657,MabExp3Ix
